repetentia,repetentia,memorialis,memoria
uerbereus,uerbereus,uirgulatus
explicabilis,explicabilis,explicatus
mento,mento
introeo,introeo,ingredior
sufflatio,sufflatio,sufflo,inflo
imbellia,imbellia,bellum
loquentia,loquentia,sermo
haemachates,haemachates,iaspachates,leucachates
curriculum,curriculum,stadiatus
consano,consano,sanatio
morticinus,morticinus
suffugio,suffugio,fugio,fugito
comacum,comacum,cinnamominus
lapis,lapis,tecolithos,petrinus
sector,sector,consector
percutio,percutio,ferio
impudens,impudens,impudentia,subimpudens
imaginabundus,imaginabundus
sarisophoros,sarisophoros,lanciarius,sarisa
tegimen,tegimen,tegumentum
cohibilis,cohibilis,correpte
pardalios,pardalios,pantherinus
succandidus,succandidus,exalbidus,candico
caluities,caluities,calueo,praecaluus
praescitum,praescitum,praesagium,praesago
isatis,isatis,opopanax
statiuus,statiuus,stationalis
praeterfero,praeterfero,praeterago,praetercurro
semino,semino,genero,procreo
sal,sal,hospitus
resanesco,resanesco,reduresco,repubesco
moderator,moderator
biformatus,biformatus,biformis
uaricula,uaricula,uarix
cacozelia,cacozelia,cacozelus
tricesimus,tricesimus,sexagesimus
initio,initio,teleta
strictim,strictim,summatim
psychomantium,psychomantium,bustuarius
sceptrifer,sceptrifer,sceptriger,sceptuchus
porto,porto,portito,gestatus
exorabula,exorabula,illecebro
sufflamen,sufflamen,sufflamino
beatulus,beatulus
damnatorius,damnatorius
licitatio,licitatio,licitor
fusilis,fusilis
tutulatus,tutulatus,sagulatus
palmaris,palmaris,palmeus,palmifer
mellifer,mellifer,mellifico,mellitus
recisamentum,recisamentum,ramenta
exsultim,exsultim,exsultatio
proloquor,proloquor,profor
aether,aether,aethra
pacta,pacta,miseriter,prone
mitigo,mitigo,lenio
amoenus,amoenus,peramoenus
sophia,sophia,sapientipotens
intinctus,intinctus,intingo,tinctus
dentifricium,dentifricium,dentatus
annoto,annoto,praenoto
spiraculum,spiraculum,spiramen
uerecundia,uerecundia,rubor
catus,catus
delitesco,delitesco,oblitesco,latesco
circumuecto,circumuecto,circumuehor
horrisonus,horrisonus,persono
uibia,uibia
circumerro,circumerro,uagabundus
miseriter,miseriter,prone,interfusus
intercessor,intercessor
inhortor,inhortor,impulsor,irritator
horricomis,horricomis,uillus
deturbo,deturbo,cernulo
relator,relator,lator
neruiae,neruiae
olorinus,olorinus,olorifer,cycneus
tremebundus,tremebundus,tremulus
iteratio,iteratio
mulseus,mulseus,mellitus,mel
lucrio,lucrio,lucrifuga
circumpadanus,circumpadanus,attilus
fere,fere
congeminatio,congeminatio,comprehenso,geminatio
uenosus,uenosus,ramulosus
obiurgo,obiurgo
dedico,dedico,fano,dedicatio
eluctor,eluctor,renitor
gladium,gladium,lagoena,lamna
uenatus,uenatus,uenatura,uenaticius
riuulus,riuulus,amniculus
praecursio,praecursio,baptista
subsidentia,subsidentia,sedimentum,resido
circummetior,circummetior,admetior
signatorius,signatorius,obsigno,sigillaricius
irreprehensibilis,irreprehensibilis
obirascor,obirascor,subirascor,periratus
torquatus,torquatus,boiae,torquis
palaris,palaris,palatio
squameus,squameus,squamifer,squamosus
languidus,languidus,langueo
quouis,quouis,quoquo
undi,undi
litterator,litterator
epistates,epistates,episcopus,uilicus
humus,humus,solum
prunum,prunum,prunus,nuciprunum
adipiscor,adipiscor
celatim,celatim,clanculo,arcanus
scelus,scelus
praecipio,praecipio,praeceptio
fumosus,fumosus,fumidus,fumeus
apertura,apertura,foramen,hiantia
elogium,elogium
manipularius,manipularius,manipularis
carcinodes,carcinodes,carcinoma,phagedaenicus
croco,croco,croceus,crocinus
promulsus,promulsus,leuor
uesanio,uesanio,desaeuio
hamulus,hamulus,harpaga,hamatus
praetentatus,praetentatus,attrecto
peucedanum,peucedanum,faeniculum
rabula,rabula
decertatio,decertatio,decretorius
macer,macer,macritudo,macilentus
plasticus,plasticus,plastes
hyperbole,hyperbole,superiectio,superlatio
tetanicus,tetanicus,tetanus
fortassean,fortassean,forsit,forsan
torno,torno,detorno
eructo,eructo,prouomo
semiuocalis,semiuocalis,semi
culix,culix,euplia,ephemeron
coacto,coacto,cogo
adaxint,adaxint,lagoena,lamna
contractio,contractio,compendio
corticosus,corticosus,latratus,illatro
uoluta,uoluta
accusatorius,accusatorius,insimulator,obiector
comminiscor,comminiscor,commentior
laetabilis,laetabilis,gaudialis
excepticius,excepticius
harundinaceus,harundinaceus,harundineus,zeugites
delegatio,delegatio
iudiciarius,iudiciarius
aratro,aratro,arater,obaro
extraordinarius,extraordinarius,crebritas
centesimus,centesimus,trecentesimus,quadringentesimus
opinio,opinio
progredior,progredior,procedo
dissocialis,dissocialis
occasus,occasus,obitus
circaea,circaea,medicatus
perducto,perducto,perductio,ductus
delabor,delabor,sublabor,descendo
iugo,iugo,conclusura
ligula,ligula,lingua
altipotens,altipotens,multipotens,uiripotens
circumpono,circumpono,circumpositio
ophthalmia,ophthalmia,lippitudo
dispungo,dispungo,dispunctio
circumspectatrix,circumspectatrix,speculatrix
imperatorius,imperatorius,generalitas
scymnus,scymnus,catulus
uermis,uermis,lumbricus,tinea
lucrum,lucrum,quaestuosus,lucrificabilis
femur,femur
alea,alea
ganeo,ganeo,degulator
infortunitas,infortunitas,infortunium,commisero
satureia,satureia,thymbra
lymphatus,lymphatus,mania,furiosus
mensa,mensa,mensatim,discubitus
uolutabrum,uolutabrum
plagusia,plagusia,smyrus,corroco
persecutrix,persecutrix,insecto
stibium,stibium,larbason,platyophthalmus
inorno,inorno,infulatus,ornatio
stri,stri,istri
ducenti,ducenti,centum,duceni
transforo,transforo,traiecto,traiector
parturio,parturio
supputatio,supputatio,supputarius,ratiocinator
cauillator,cauillator
inebrio,inebrio
uenucula,uenucula,sticula,dactylis
arcus,arcus,suspensura
auxiliator,auxiliator,adiutrix,administra
mucesco,mucesco,mucor,mucidus
biblus,biblus,papyrus,papyrius
luto,luto
commeo,commeo,concurso
mesoleucos,mesoleucos,mesomelas,polyzonos
excogito,excogito,adinuenio
hydrophobus,hydrophobus
dubius,dubius,dubitanter,dubie
uectura,uectura,subuectio
linealis,linealis,linearis,uersiculus
despecto,despecto,despicio
bombus,bombus,bombio
interfusus,interfusus,prone,genitaliter
mediterraneus,mediterraneus
blandidicus,blandidicus,commulceo
creteus,creteus,cretosus,cretaceus
retae,retae
recreatio,recreatio,reconciliator,repostor
internascor,internascor,interuolo,intererro
sexies,sexies,sextus,sescenties
interibi,interibi
uolua,uolua,tettigometra
incipio,incipio,coepto,ordior
aetherius,aetherius,citharoedicus
munifex,munifex
adu,adu,merois
conger,conger,anguilla
squales,squales,squalentia,sorditudo
bigus,bigus,lagoena,lamna
sordidulus,sordidulus
rauus,rauus,praecanus
excursator,excursator,excursor
silaceus,silaceus,ochra
attamino,attamino,obstupratus
conquinisco,conquinisco
gemisco,gemisco,gemmasco
sed,sed,autem,atqui
errabundus,errabundus,errator,errantia
concito,concito,concieo
incuruesco,incuruesco,curuamen,curuatura
tragoedia,tragoedia,syrma
arithmeticus,arithmeticus,arithmetica
